role,admin,uuid,name,username,password,profile_pic,email,current_usage,past_usage,avg_usage,bill_amount,section,activity_status,load
user,0,41913b36-760f-4d62-b467-5b26c29b665a,User_975,user_975,pass_975,https://picsum.photos/200/300?random=975,user975@example.com,2502,400,2782,1174,D,False,37
user,1,c71ee913-a8d0-4aa5-9b5f-0c150cd3260a,User_976,user_976,pass_976,https://picsum.photos/200/300?random=976,user976@example.com,4777,3708,967,565,D,False,31
user,1,d35b213f-44ef-47c9-b543-4b0991cfcddc,User_977,user_977,pass_977,https://picsum.photos/200/300?random=977,user977@example.com,4458,1487,684,646,A,False,9
user,1,e992f4e0-b0a7-46cf-8be8-9cdecce0f5a8,User_978,user_978,pass_978,https://picsum.photos/200/300?random=978,user978@example.com,108,4160,1214,1982,D,True,21
admin,1,95b33e34-7638-4d93-954c-e5d9e0cb0ebb,User_979,user_979,pass_979,https://picsum.photos/200/300?random=979,user979@example.com,3403,1881,2405,553,A,True,1
user,1,112eeb16-2592-44f1-a941-c3fe161f1d08,User_980,user_980,pass_980,https://picsum.photos/200/300?random=980,user980@example.com,2034,3494,294,1103,D,True,13
user,1,83b104f4-36c4-4718-916a-4e1592fb22b9,User_981,user_981,pass_981,https://picsum.photos/200/300?random=981,user981@example.com,3756,4684,3342,918,A,False,1
user,0,cd903ef5-3e39-41e6-825f-7323695a1ad4,User_982,user_982,pass_982,https://picsum.photos/200/300?random=982,user982@example.com,371,139,3618,1834,B,False,17
user,0,f6008566-1dbf-4293-a33f-b96fb9b02b52,User_983,user_983,pass_983,https://picsum.photos/200/300?random=983,user983@example.com,1981,154,3634,1004,B,False,35
user,0,de25d946-d492-4807-a36b-4a6fb81d26f1,User_984,user_984,pass_984,https://picsum.photos/200/300?random=984,user984@example.com,4440,954,2007,1037,A,False,42
user,0,f8b7e1e2-e944-42f7-b806-03625654b4a8,User_985,user_985,pass_985,https://picsum.photos/200/300?random=985,user985@example.com,3994,3090,679,555,C,False,20
user,1,c8665ba7-622d-42a4-8854-44f87851bc0d,User_986,user_986,pass_986,https://picsum.photos/200/300?random=986,user986@example.com,3471,1734,4493,1624,C,False,49
user,1,41f64ce7-4aee-4151-bd02-47a26daaa782,User_987,user_987,pass_987,https://picsum.photos/200/300?random=987,user987@example.com,1527,2858,308,989,C,False,32
admin,0,72aac776-27cf-4770-8afc-5757d04793c1,User_988,user_988,pass_988,https://picsum.photos/200/300?random=988,user988@example.com,144,1517,3983,871,A,False,31
user,0,8075896a-5b1d-4a3e-b86a-1c879b38c072,User_989,user_989,pass_989,https://picsum.photos/200/300?random=989,user989@example.com,4713,2308,4000,1750,A,True,19
user,1,bf7a2e6a-d558-4ae8-acbc-37345d09280f,User_990,user_990,pass_990,https://picsum.photos/200/300?random=990,user990@example.com,2095,4975,3489,1754,B,False,15
admin,0,d1837d1f-c842-4cf3-8cff-226bcd7e8913,User_991,user_991,pass_991,https://picsum.photos/200/300?random=991,user991@example.com,4860,3506,318,1149,C,True,31
admin,0,a522c3e2-08b0-4383-8b75-a55e8b3ce080,User_992,user_992,pass_992,https://picsum.photos/200/300?random=992,user992@example.com,3455,4736,3880,1841,C,False,4
admin,0,e501ff5b-77b4-42b4-9953-6a65b143106e,User_993,user_993,pass_993,https://picsum.photos/200/300?random=993,user993@example.com,4753,3654,2402,1875,B,False,38
user,1,cca82165-a1f0-46bd-96d5-9c26b6f0f5a8,User_994,user_994,pass_994,https://picsum.photos/200/300?random=994,user994@example.com,1787,4517,3493,1435,B,True,43
user,1,dcb150b5-532e-4aa9-a89f-05fbdee5b24c,User_995,user_995,pass_995,https://picsum.photos/200/300?random=995,user995@example.com,2632,1471,1628,1143,B,True,39
admin,0,f9848068-022d-4acc-8f70-91cfd19264d5,User_996,user_996,pass_996,https://picsum.photos/200/300?random=996,user996@example.com,2333,857,3529,1699,A,False,38
admin,1,0ecf3142-7c97-4c7b-a2ab-3a34cc919254,User_997,user_997,pass_997,https://picsum.photos/200/300?random=997,user997@example.com,3839,1672,827,1007,A,True,23
user,0,72e3544a-450d-4220-9293-83e9ab6faf63,User_998,user_998,pass_998,https://picsum.photos/200/300?random=998,user998@example.com,2972,1573,3122,936,A,True,45
user,0,f82ba94a-196e-40dc-8c22-5f51c0988f10,User_999,user_999,pass_999,https://picsum.photos/200/300?random=999,user999@example.com,4483,4278,3763,683,B,True,9
user,1,346363f4-5142-4841-9a5b-33ad20378797,User_1000,user_1000,pass_1000,https://picsum.photos/200/300?random=1000,user1000@example.com,4234,4218,1057,687,B,True,32
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,100,50,75,100,0,0,1
nechumanu,150,200,175,100,80,1,1
nechumanu,150,200,175,100,80,1,1
